# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]           11:lens[1]-lens[1]       12:dens[1]-lens[1]    
 2296       1.354907314576e-11       7.457292841588e-13      -1.191464452558e-12       0.000000000000e+00       1.759361709203e-16       1.368655991767e-17       6.006879978085e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2297       1.355173367373e-11       7.416015662608e-13      -1.197747779525e-12       0.000000000000e+00       1.755463943184e-16       1.353964432221e-17       5.943314842804e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2298       1.355475873004e-11       7.374263662644e-13      -1.203789932770e-12       0.000000000000e+00       1.751575506639e-16       1.339146652319e-17       5.879010317829e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2299       1.355813151905e-11       7.332049114260e-13      -1.209587933099e-12       0.000000000000e+00       1.747696371241e-16       1.324193566031e-17       5.814007871354e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2300       1.356183665286e-11       7.289386002250e-13      -1.215141554792e-12       0.000000000000e+00       1.743826515234e-16       1.309120262287e-17       5.748361513483e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2301       1.356585905513e-11       7.246288779861e-13      -1.220451264189e-12       0.000000000000e+00       1.739965918382e-16       1.293947940022e-17       5.682128547371e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2302       1.357018359484e-11       7.202771953278e-13      -1.225517530952e-12       0.000000000000e+00       1.736114560274e-16       1.278697872566e-17       5.615366479244e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2303       1.357479508618e-11       7.158850081679e-13      -1.230340828074e-12       0.000000000000e+00       1.732272420330e-16       1.263391407731e-17       5.548133018619e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2304       1.357967828852e-11       7.114537777298e-13      -1.234921631878e-12       0.000000000000e+00       1.728439477797e-16       1.248049967886e-17       5.480486078528e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2305       1.358481790634e-11       7.069849705479e-13      -1.239260422027e-12       0.000000000000e+00       1.724615711749e-16       1.232695050041e-17       5.412483775741e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2306       1.359019858917e-11       7.024800584739e-13      -1.243357681523e-12       0.000000000000e+00       1.720801101088e-16       1.217348225928e-17       5.344184430982e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2307       1.359580493153e-11       6.979405186822e-13      -1.247213896713e-12       0.000000000000e+00       1.716995624543e-16       1.202031142081e-17       5.275646569160e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2308       1.360162147286e-11       6.933678336760e-13      -1.250829557296e-12       0.000000000000e+00       1.713199260671e-16       1.186765519918e-17       5.206928919581e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2309       1.360763269749e-11       6.887634912929e-13      -1.254205156323e-12       0.000000000000e+00       1.709411987854e-16       1.171573155820e-17       5.138090416177e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2310       1.361382303453e-11       6.841289847111e-13      -1.257341190204e-12       0.000000000000e+00       1.705633784303e-16       1.156475921217e-17       5.069190197724e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2311       1.362017685786e-11       6.794658124549e-13      -1.260238158711e-12       0.000000000000e+00       1.701864628052e-16       1.141495762662e-17       5.000287608067e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2312       1.362667848605e-11       6.747754784009e-13      -1.262896564983e-12       0.000000000000e+00       1.698104496964e-16       1.126654701918e-17       4.931442196338e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2313       1.363331218230e-11       6.700594917833e-13      -1.265316915529e-12       0.000000000000e+00       1.694353368727e-16       1.111974836036e-17       4.862713717181e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2314       1.364006215435e-11       6.653193672004e-13      -1.267499720234e-12       0.000000000000e+00       1.690611220855e-16       1.097478337436e-17       4.794162130971e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2315       1.364691255447e-11       6.605566246197e-13      -1.269445492362e-12       0.000000000000e+00       1.686878030685e-16       1.083187453990e-17       4.725847604041e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2316       1.365384747939e-11       6.557727893846e-13      -1.271154748560e-12       0.000000000000e+00       1.683153775382e-16       1.069124509100e-17       4.657830508896e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2317       1.366085097021e-11       6.509693922193e-13      -1.272628008864e-12       0.000000000000e+00       1.679438431935e-16       1.055311901783e-17       4.590171424441e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2318       1.366790701234e-11       6.461479692355e-13      -1.273865796701e-12       0.000000000000e+00       1.675731977158e-16       1.041772106748e-17       4.522931136202e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2319       1.367499953550e-11       6.413100619377e-13      -1.274868638893e-12       0.000000000000e+00       1.672034387688e-16       1.028527674479e-17       4.456170636546e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2320       1.368211241358e-11       6.364572172291e-13      -1.275637065667e-12       0.000000000000e+00       1.668345639989e-16       1.015601231318e-17       4.389951124902e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2321       1.368922946464e-11       6.315909874178e-13      -1.276171610649e-12       0.000000000000e+00       1.664665710346e-16       1.003015479541e-17       4.324334007986e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2322       1.369633445080e-11       6.267129302220e-13      -1.276472810878e-12       0.000000000000e+00       1.660994574869e-16       9.907931974428e-18       4.259380900022e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2323       1.370341107823e-11       6.218246087766e-13      -1.276541206804e-12       0.000000000000e+00       1.657332209492e-16       9.789572394183e-18       4.195153622961e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2324       1.371044299706e-11       6.169275916384e-13      -1.276377342295e-12       0.000000000000e+00       1.653678589972e-16       9.675305360413e-18       4.131714206706e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2325       1.371741380131e-11       6.120234527922e-13      -1.275981764642e-12       0.000000000000e+00       1.650033691889e-16       9.565360941467e-18       4.069124889334e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2326       1.372430702887e-11       6.071137716568e-13      -1.275355024560e-12       0.000000000000e+00       1.646397490647e-16       9.459969969115e-18       4.007448117313e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2327       1.373110616139e-11       6.022001330904e-13      -1.274497676195e-12       0.000000000000e+00       1.642769961470e-16       9.359364039356e-18       3.946746545732e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2328       1.373779462426e-11       5.972841273971e-13      -1.273410277127e-12       0.000000000000e+00       1.639151079407e-16       9.263775513232e-18       3.887083038514e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2329       1.374435578653e-11       5.923673503320e-13      -1.272093388375e-12       0.000000000000e+00       1.635540819327e-16       9.173437517633e-18       3.828520668645e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2330       1.375077296086e-11       5.874514031074e-13      -1.270547574399e-12       0.000000000000e+00       1.631939155923e-16       9.088583946113e-18       3.771122718392e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2331       1.375702940343e-11       5.825378923989e-13      -1.268773403110e-12       0.000000000000e+00       1.628346063708e-16       9.009449459693e-18       3.714952679524e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2332       1.376310831394e-11       5.776284303507e-13      -1.266771445866e-12       0.000000000000e+00       1.624761517018e-16       8.936269487681e-18       3.660074253538e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2333       1.376899283548e-11       5.727246345819e-13      -1.264542277483e-12       0.000000000000e+00       1.621185490009e-16       8.869280228472e-18       3.606551351877e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2334       1.377466605453e-11       5.678281281920e-13      -1.262086476236e-12       0.000000000000e+00       1.617617956659e-16       8.808718650365e-18       3.554448096153e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2335       1.378011100085e-11       5.629405397668e-13      -1.259404623864e-12       0.000000000000e+00       1.614058890765e-16       8.754822492371e-18       3.503828818371e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2336       1.378531064745e-11       5.580635033847e-13      -1.256497305574e-12       0.000000000000e+00       1.610508265947e-16       8.707830265024e-18       3.454758061146e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2337       1.379024791053e-11       5.531986586217e-13      -1.253365110047e-12       0.000000000000e+00       1.606966055643e-16       8.667981251190e-18       3.407300577930e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2338       1.379490729180e-11       5.483475491067e-13      -1.250009071473e-12       0.000000000000e+00       1.603432234606e-16       8.635445420695e-18       3.361499674304e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2339       1.379927981683e-11       5.435113174787e-13      -1.246431998692e-12       0.000000000000e+00       1.599906783384e-16       8.610112692953e-18       3.317312083203e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2340       1.380335812752e-11       5.386910085304e-13      -1.242637154385e-12       0.000000000000e+00       1.596389683868e-16       8.591802356280e-18       3.274672682313e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2341       1.380713484246e-11       5.338876704903e-13      -1.238627813815e-12       0.000000000000e+00       1.592880917798e-16       8.580333033516e-18       3.233516115710e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2342       1.381060255695e-11       5.291023550258e-13      -1.234407264832e-12       0.000000000000e+00       1.589380466763e-16       8.575522681301e-18       3.193776793609e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2343       1.381375384294e-11       5.243361172472e-13      -1.229978807896e-12       0.000000000000e+00       1.585888312203e-16       8.577188589342e-18       3.155388892106e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2344       1.381658124903e-11       5.195900157108e-13      -1.225345756086e-12       0.000000000000e+00       1.582404435407e-16       8.585147379691e-18       3.118286352931e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2345       1.381907730040e-11       5.148651124230e-13      -1.220511435113e-12       0.000000000000e+00       1.578928817513e-16       8.599215006014e-18       3.082402883188e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2346       1.382123449887e-11       5.101624728438e-13      -1.215479183338e-12       0.000000000000e+00       1.575461439508e-16       8.619206752863e-18       3.047671955107e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2347       1.382304532277e-11       5.054831658902e-13      -1.210252351782e-12       0.000000000000e+00       1.572002282229e-16       8.644937234951e-18       3.014026805787e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2348       1.382450222702e-11       5.008282639400e-13      -1.204834304143e-12       0.000000000000e+00       1.568551326360e-16       8.676220396421e-18       2.981400436944e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2349       1.382559764303e-11       4.961988428355e-13      -1.199228416809e-12       0.000000000000e+00       1.565108552435e-16       8.712869510122e-18       2.949725614658e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2350       1.382632397871e-11       4.915959818869e-13      -1.193438078868e-12       0.000000000000e+00       1.561673940836e-16       8.754697176877e-18       2.918934869118e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2351       1.382667361843e-11       4.870207638759e-13      -1.187466692130e-12       0.000000000000e+00       1.558247471791e-16       8.801515324759e-18       2.888960494369e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2352       1.382663892301e-11       4.824742750596e-13      -1.181317671134e-12       0.000000000000e+00       1.554829125380e-16       8.853135208362e-18       2.859734548060e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2353       1.382621222970e-11       4.779576051738e-13      -1.174994443164e-12       0.000000000000e+00       1.551418881526e-16       8.909367408072e-18       2.831188851190e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2354       1.382538585213e-11       4.734718474368e-13      -1.168500448264e-12       0.000000000000e+00       1.548016720004e-16       8.970021829341e-18       2.803254987852e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2355       1.382415208031e-11       4.690180985529e-13      -1.161839139251e-12       0.000000000000e+00       1.544622620433e-16       9.034907701959e-18       2.775864304984e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2356       1.382250318059e-11       4.645974587161e-13      -1.155013981729e-12       0.000000000000e+00       1.541236562280e-16       9.103833579327e-18       2.748947912111e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2357       1.382043139565e-11       4.602110316137e-13      -1.148028454103e-12       0.000000000000e+00       1.537858524860e-16       9.176607337727e-18       2.722436681096e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2358       1.381792894448e-11       4.558599244298e-13      -1.140886047594e-12       0.000000000000e+00       1.534488487333e-16       9.253036175596e-18       2.696261245883e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2359       1.381498802231e-11       4.515452478492e-13      -1.133590266251e-12       0.000000000000e+00       1.531126428707e-16       9.332926612798e-18       2.670352002245e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2360       1.381160080065e-11       4.472681160606e-13      -1.126144626964e-12       0.000000000000e+00       1.527772327836e-16       9.416084489898e-18       2.644639107530e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2361       1.380775942723e-11       4.430296467606e-13      -1.118552659483e-12       0.000000000000e+00       1.524426163419e-16       9.502314967430e-18       2.619052480409e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2362       1.380345602598e-11       4.388309611570e-13      -1.110817906428e-12       0.000000000000e+00       1.521087914002e-16       9.591422525173e-18       2.593521800620e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2363       1.379868269700e-11       4.346731839728e-13      -1.102943923302e-12       0.000000000000e+00       1.517757557977e-16       9.683210961424e-18       2.567976508718e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2364       1.379343151656e-11       4.305574434492e-13      -1.094934278507e-12       0.000000000000e+00       1.514435073579e-16       9.777483392266e-18       2.542345805819e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2365       1.378769453705e-11       4.264848713498e-13      -1.086792553358e-12       0.000000000000e+00       1.511120438893e-16       9.874042250845e-18       2.516558653346e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2366       1.378146378696e-11       4.224566029642e-13      -1.078522342098e-12       0.000000000000e+00       1.507813631845e-16       9.972689286638e-18       2.490543772779e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2367       1.377473127087e-11       4.184737771110e-13      -1.070127251908e-12       0.000000000000e+00       1.504514630207e-16       1.007322556473e-17       2.464229645396e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2368       1.376748896940e-11       4.145375361420e-13      -1.061610902923e-12       0.000000000000e+00       1.501223411597e-16       1.017545146508e-17       2.437544512026e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2369       1.375972883924e-11       4.106490259459e-13      -1.052976928248e-12       0.000000000000e+00       1.497939953475e-16       1.027916668180e-17       2.410416372790e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2370       1.375144281304e-11       4.068093959512e-13      -1.044228973971e-12       0.000000000000e+00       1.494664233149e-16       1.038417022243e-17       2.382772986853e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2371       1.374262279947e-11       4.030197991305e-13      -1.035370699172e-12       0.000000000000e+00       1.491396227768e-16       1.049026040720e-17       2.354541872165e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2372       1.373326068314e-11       3.992813920040e-13      -1.026405775945e-12       0.000000000000e+00       1.488135914326e-16       1.059723486829e-17       2.325650305210e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2373       1.372334832461e-11       3.955953346426e-13      -1.017337889407e-12       0.000000000000e+00       1.484883269660e-16       1.070489054915e-17       2.296025320753e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2374       1.371287756034e-11       3.919627906724e-13      -1.008170737712e-12       0.000000000000e+00       1.481638270453e-16       1.081302370372e-17       2.265593711589e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2375       1.370184020268e-11       3.883849272774e-13      -9.989080320665e-13       0.000000000000e+00       1.478400893228e-16       1.092142989573e-17       2.234282028282e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2376       1.369022803984e-11       3.848629152037e-13      -9.895534967421e-13       0.000000000000e+00       1.475171114353e-16       1.102990399798e-17       2.202016578919e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2377       1.367803464737e-11       3.813977609434e-13      -9.801108727547e-13       0.000000000000e+00       1.471948911309e-16       1.113827631068e-17       2.168736530704e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2378       1.366526083476e-11       3.779898021500e-13      -9.705839288940e-13       0.000000000000e+00       1.468734266502e-16       1.124652116119e-17       2.134433303449e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2379       1.365190923233e-11       3.746392091218e-13      -9.609764507889e-13       0.000000000000e+00       1.465527163476e-16       1.135464897179e-17       2.099111418226e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2380       1.363798248281e-11       3.713461523401e-13      -9.512922372638e-13       0.000000000000e+00       1.462327585639e-16       1.146267020136e-17       2.062775417573e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2381       1.362348324132e-11       3.681108024683e-13      -9.415351003529e-13       0.000000000000e+00       1.459135516272e-16       1.157059534538e-17       2.025429865525e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2382       1.360841417544e-11       3.649333303528e-13      -9.317088653138e-13       0.000000000000e+00       1.455950938519e-16       1.167843493602e-17       1.987079347632e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2383       1.359277796518e-11       3.618139070226e-13      -9.218173706419e-13       0.000000000000e+00       1.452773835394e-16       1.178619954217e-17       1.947728470989e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2384       1.357657730299e-11       3.587527036892e-13      -9.118644680841e-13       0.000000000000e+00       1.449604189778e-16       1.189389976944e-17       1.907381864255e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2385       1.355981489382e-11       3.557498917471e-13      -9.018540226532e-13       0.000000000000e+00       1.446441984420e-16       1.200154626025e-17       1.866044177684e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2386       1.354249345508e-11       3.528056427737e-13      -8.917899126414e-13       0.000000000000e+00       1.443287201933e-16       1.210914969382e-17       1.823720083145e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2387       1.352461571671e-11       3.499201285289e-13      -8.816760296346e-13       0.000000000000e+00       1.440139824800e-16       1.221672078625e-17       1.780414274148e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2388       1.350618442113e-11       3.470935209560e-13      -8.715162785265e-13       0.000000000000e+00       1.436999835370e-16       1.232427029056e-17       1.736131465870e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2389       1.348720232331e-11       3.443259921810e-13      -8.613145775325e-13       0.000000000000e+00       1.433867215856e-16       1.243180899669e-17       1.690876395178e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2390       1.346767219076e-11       3.416177145129e-13      -8.510748582035e-13       0.000000000000e+00       1.430741948341e-16       1.253934773155e-17       1.644653820656e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2391       1.344759680353e-11       3.389688604440e-13      -8.408010654404e-13       0.000000000000e+00       1.427624014772e-16       1.264689735911e-17       1.597468522625e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2392       1.342697895428e-11       3.363796026495e-13      -8.304971575076e-13       0.000000000000e+00       1.424513396963e-16       1.275446878038e-17       1.549325303175e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2393       1.340582144821e-11       3.338501139880e-13      -8.201671060474e-13       0.000000000000e+00       1.421410076591e-16       1.286207293345e-17       1.500228986181e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2394       1.338412710314e-11       3.313805675011e-13      -8.098148960936e-13       0.000000000000e+00       1.418314035202e-16       1.296972079358e-17       1.450184417336e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2395       1.336189874951e-11       3.289711364138e-13      -7.994445260862e-13       0.000000000000e+00       1.415225254207e-16       1.307742337319e-17       1.399196464170e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2396       1.333913923039e-11       3.266219941344e-13      -7.890600078845e-13       0.000000000000e+00       1.412143714880e-16       1.318519172193e-17       1.347270016076e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2397       1.331585140147e-11       3.243333142547e-13      -7.786653667818e-13       0.000000000000e+00       1.409069398363e-16       1.329303692668e-17       1.294409984338e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2398       1.329203813111e-11       3.221052705499e-13      -7.682646415193e-13       0.000000000000e+00       1.406002285660e-16       1.340097011164e-17       1.240621302151e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2399       1.326770230035e-11       3.199380369784e-13      -7.578618842998e-13       0.000000000000e+00       1.402942357642e-16       1.350900243834e-17       1.185908924647e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2400       1.324284680290e-11       3.178317876826e-13      -7.474611608020e-13       0.000000000000e+00       1.399889595045e-16       1.361714510567e-17       1.130277828922e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2401       1.321747454518e-11       3.157866969880e-13      -7.370665501944e-13       0.000000000000e+00       1.396843978466e-16       1.372540934994e-17       1.073733014059e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2402       1.319158844631e-11       3.138029394042e-13      -7.266821451494e-13       0.000000000000e+00       1.393805488371e-16       1.383380644491e-17       1.016279501152e-18       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2403       1.316519143815e-11       3.118806896242e-13      -7.163120518572e-13       0.000000000000e+00       1.390774105086e-16       1.394234770184e-17       9.579223333331e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2404       1.313828646531e-11       3.100201225248e-13      -7.059603900399e-13       0.000000000000e+00       1.387749808803e-16       1.405104446950e-17       8.986665757932e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2405       1.311087648513e-11       3.082214131665e-13      -6.956312929654e-13       0.000000000000e+00       1.384732579578e-16       1.415990813425e-17       8.385173158110e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2406       1.308296446774e-11       3.064847367937e-13      -6.853289074616e-13       0.000000000000e+00       1.381722397328e-16       1.426895012004e-17       7.774796627752e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2407       1.305455339605e-11       3.048102688349e-13      -6.750573939301e-13       0.000000000000e+00       1.378719241838e-16       1.437818188847e-17       7.155587482100e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2408       1.302564626577e-11       3.031981849022e-13      -6.648209263606e-13       0.000000000000e+00       1.375723092751e-16       1.448761493883e-17       6.527597257994e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2409       1.299624608542e-11       3.016486607919e-13      -6.546236923445e-13       0.000000000000e+00       1.372733929577e-16       1.459726080814e-17       5.890877714125e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2410       1.296635587634e-11       3.001618724842e-13      -6.444698930895e-13       0.000000000000e+00       1.369751731687e-16       1.470713107117e-17       5.245480831274e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2411       1.293597867274e-11       2.987379961435e-13      -6.343637434328e-13       0.000000000000e+00       1.366776478314e-16       1.481723734051e-17       4.591458812567e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 2412       1.290511752165e-11       2.973772081183e-13      -6.243094718558e-13       0.000000000000e+00       1.363808148557e-16       1.492759126658e-17       3.928864083717e-19       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
