# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:phi-dens[1]           11:lens[1]-lens[1]       12:dens[1]-lens[1]    
  994       1.341558997046e-10       5.670918629336e-12      -1.683299662846e-12       0.000000000000e+00       6.505931459237e-15       7.305573972736e-16       2.535808177938e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  995       1.337367209844e-10       5.669423609305e-12      -1.877220277490e-12       0.000000000000e+00       6.480946322471e-15       7.170684971279e-16       2.533531529586e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  996       1.333368342758e-10       5.667123116118e-12      -2.070795175229e-12       0.000000000000e+00       6.456077493985e-15       7.037268707518e-16       2.530986091841e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  997       1.329561584059e-10       5.664017808666e-12      -2.263943268355e-12       0.000000000000e+00       6.431324296408e-15       6.905312560381e-16       2.528166011490e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  998       1.325946107937e-10       5.660108379489e-12      -2.456582849672e-12       0.000000000000e+00       6.406686039495e-15       6.774803740133e-16       2.525065397569e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  999       1.322521074463e-10       5.655395554887e-12      -2.648631590984e-12       0.000000000000e+00       6.382162020087e-15       6.645729287889e-16       2.521678321273e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1000       1.319285629544e-10       5.649880095021e-12      -2.840006541574e-12       0.000000000000e+00       6.357751522070e-15       6.518076075135e-16       2.517998815867e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1001       1.316238904884e-10       5.643562794028e-12      -3.030624126685e-12       0.000000000000e+00       6.333453816336e-15       6.391830803237e-16       2.514020876603e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1002       1.313380017941e-10       5.636444480121e-12      -3.220400146005e-12       0.000000000000e+00       6.309268160743e-15       6.266980002961e-16       2.509738460634e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1003       1.310708071885e-10       5.628526015704e-12      -3.409249772147e-12       0.000000000000e+00       6.285193800073e-15       6.143510033984e-16       2.505145486918e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1004       1.308222155555e-10       5.619808297473e-12      -3.597087549132e-12       0.000000000000e+00       6.261229965995e-15       6.021407084414e-16       2.500235836143e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1005       1.305921343420e-10       5.610292256526e-12      -3.783827390870e-12       0.000000000000e+00       6.237375877024e-15       5.900657170300e-16       2.495003350629e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1006       1.303804695535e-10       5.599978858473e-12      -3.969382579640e-12       0.000000000000e+00       6.213630738480e-15       5.781246135151e-16       2.489441834247e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1007       1.301871257500e-10       5.588869103539e-12      -4.153665764578e-12       0.000000000000e+00       6.189993742448e-15       5.663159649448e-16       2.483545052332e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1008       1.300120060417e-10       5.576964026674e-12      -4.336588960151e-12       0.000000000000e+00       6.166464067739e-15       5.546383210164e-16       2.477306731591e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1009       1.298550120849e-10       5.564264697660e-12      -4.518063544647e-12       0.000000000000e+00       6.143040879850e-15       5.430902140273e-16       2.470720560022e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1010       1.297160440779e-10       5.550772221217e-12      -4.698000258649e-12       0.000000000000e+00       6.119723330924e-15       5.316701588269e-16       2.463780186821e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1011       1.295950007566e-10       5.536487737113e-12      -4.876309203525e-12       0.000000000000e+00       6.096510559707e-15       5.203766527682e-16       2.456479222300e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1012       1.294917560998e-10       5.521413876047e-12      -5.052908454736e-12       0.000000000000e+00       6.073401786506e-15       5.092081248230e-16       2.448813745370e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1013       1.294060890845e-10       5.505559150091e-12      -5.227750041026e-12       0.000000000000e+00       6.050396599621e-15       4.981627822215e-16       2.440789865828e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1014       1.293377529086e-10       5.488933625835e-12      -5.400794337212e-12       0.000000000000e+00       6.027494672966e-15       4.872387615032e-16       2.432416271057e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1015       1.292864981820e-10       5.471547474631e-12      -5.572001482840e-12       0.000000000000e+00       6.004695671420e-15       4.764341790975e-16       2.423701728548e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1016       1.292520729206e-10       5.453410972874e-12      -5.741331381673e-12       0.000000000000e+00       5.981999250802e-15       4.657471312692e-16       2.414655086115e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1017       1.292342225386e-10       5.434534502278e-12      -5.908743701188e-12       0.000000000000e+00       5.959405057838e-15       4.551756940644e-16       2.405285272093e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1018       1.292326898420e-10       5.414928550154e-12      -6.074197872059e-12       0.000000000000e+00       5.936912730134e-15       4.447179232556e-16       2.395601295551e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1019       1.292472150219e-10       5.394603709690e-12      -6.237653087651e-12       0.000000000000e+00       5.914521896150e-15       4.343718542879e-16       2.385612246494e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1020       1.292775356468e-10       5.373570680224e-12      -6.399068303512e-12       0.000000000000e+00       5.892232175164e-15       4.241355022239e-16       2.375327296071e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1021       1.293233866565e-10       5.351840267527e-12      -6.558402236858e-12       0.000000000000e+00       5.870043177250e-15       4.140068616897e-16       2.364755696782e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1022       1.293845003549e-10       5.329423384080e-12      -6.715613366070e-12       0.000000000000e+00       5.847954503245e-15       4.039839068202e-16       2.353906782683e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1023       1.294606064029e-10       5.306331049347e-12      -6.870659930178e-12       0.000000000000e+00       5.825965744724e-15       3.940645912051e-16       2.342789969594e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1024       1.295514318117e-10       5.282574390060e-12      -7.023499928357e-12       0.000000000000e+00       5.804076483966e-15       3.842468478339e-16       2.331414755302e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1025       1.296567009359e-10       5.258164640492e-12      -7.174091119413e-12       0.000000000000e+00       5.782286293929e-15       3.745285890417e-16       2.319790719771e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1026       1.297761354664e-10       5.233113142735e-12      -7.322391021275e-12       0.000000000000e+00       5.760594738219e-15       3.649077064550e-16       2.307927525347e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1027       1.299094544237e-10       5.207431346982e-12      -7.468356910486e-12       0.000000000000e+00       5.739001371063e-15       3.553820709369e-16       2.295834916965e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1028       1.300563741509e-10       5.181130811800e-12      -7.611945821693e-12       0.000000000000e+00       5.717505737279e-15       3.459495325328e-16       2.283522722353e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1029       1.302166083067e-10       5.154223204410e-12      -7.753114547136e-12       0.000000000000e+00       5.696107372248e-15       3.366079204162e-16       2.271000852242e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1030       1.303898678587e-10       5.126720300965e-12      -7.891819636140e-12       0.000000000000e+00       5.674805801882e-15       3.273550428338e-16       2.258279300569e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1031       1.305758610762e-10       5.098633986827e-12      -8.028017394606e-12       0.000000000000e+00       5.653600542599e-15       3.181886870515e-16       2.245368144684e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1032       1.307742935236e-10       5.069976256847e-12      -8.161663884499e-12       0.000000000000e+00       5.632491101292e-15       3.091066192997e-16       2.232277545558e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1033       1.309848680532e-10       5.040759215638e-12      -8.292714923338e-12       0.000000000000e+00       5.611476975303e-15       3.001065847189e-16       2.219017747990e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1034       1.312072847985e-10       5.010995077860e-12      -8.421126083692e-12       0.000000000000e+00       5.590557652388e-15       2.911863073055e-16       2.205599080809e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1035       1.314412411671e-10       4.980696168492e-12      -8.546852692661e-12       0.000000000000e+00       5.569732610695e-15       2.823434898569e-16       2.192031957084e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1036       1.316864318341e-10       4.949874923111e-12      -8.669849831376e-12       0.000000000000e+00       5.549001318730e-15       2.735758139177e-16       2.178326874330e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1037       1.319425487348e-10       4.918543888173e-12      -8.790072334483e-12       0.000000000000e+00       5.528363235331e-15       2.648809397246e-16       2.164494414714e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1038       1.322092810580e-10       4.886715721286e-12      -8.907474789635e-12       0.000000000000e+00       5.507817809638e-15       2.562565061524e-16       2.150545245261e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1039       1.324863152392e-10       4.854403191493e-12      -9.022011536984e-12       0.000000000000e+00       5.487364481066e-15       2.477001306594e-16       2.136490118058e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1040       1.327733349532e-10       4.821619179545e-12      -9.133636668668e-12       0.000000000000e+00       5.467002679271e-15       2.392094092332e-16       2.122339870467e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1041       1.330700211080e-10       4.788376678183e-12      -9.242304028304e-12       0.000000000000e+00       5.446731824128e-15       2.307819163357e-16       2.108105425324e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1042       1.333760518371e-10       4.754688792413e-12      -9.347967210480e-12       0.000000000000e+00       5.426551325697e-15       2.224152048495e-16       2.093797791150e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1043       1.336911024929e-10       4.720568739784e-12      -9.450579560240e-12       0.000000000000e+00       5.406460584196e-15       2.141068060225e-16       2.079428062356e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1044       1.340148456399e-10       4.686029850668e-12      -9.550094172579e-12       0.000000000000e+00       5.386458989972e-15       2.058542294145e-16       2.065007419447e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1045       1.343469510477e-10       4.651085568537e-12      -9.646463891931e-12       0.000000000000e+00       5.366545923472e-15       1.976549628417e-16       2.050547129234e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1046       1.346870856840e-10       4.615749450239e-12      -9.739641311661e-12       0.000000000000e+00       5.346720755215e-15       1.895064723232e-16       2.036058545035e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1047       1.350349137078e-10       4.580035166278e-12      -9.829578773553e-12       0.000000000000e+00       5.326982845760e-15       1.814062020259e-16       2.021553106883e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1048       1.353900964624e-10       4.543956501092e-12      -9.916228367303e-12       0.000000000000e+00       5.307331545683e-15       1.733515742106e-16       2.007042341732e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1049       1.357522924685e-10       4.507527353328e-12      -9.999541930009e-12       0.000000000000e+00       5.287766195540e-15       1.653399891771e-16       1.992537863667e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1050       1.361211574175e-10       4.470761736124e-12      -1.007947104566e-11       0.000000000000e+00       5.268286125847e-15       1.573688252100e-16       1.978051374104e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1051       1.364963571375e-10       4.433673678856e-12      -1.015597649745e-11       0.000000000000e+00       5.248890730932e-15       1.494364622634e-16       1.963592118685e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1052       1.368776067043e-10       4.396276930337e-12      -1.022905676966e-11       0.000000000000e+00       5.229579691706e-15       1.415453687095e-16       1.949159218813e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1053       1.372646318607e-10       4.358585252048e-12      -1.029871994096e-11       0.000000000000e+00       5.210352755933e-15       1.336990573897e-16       1.934749233928e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1054       1.376571560868e-10       4.320612516552e-12      -1.036497426804e-11       0.000000000000e+00       5.191209664603e-15       1.259010658232e-16       1.920358695089e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1055       1.380549005944e-10       4.282372707767e-12      -1.042782818610e-11       0.000000000000e+00       5.172150151912e-15       1.181549562632e-16       1.905984104904e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1056       1.384575843219e-10       4.243879921230e-12      -1.048729030938e-11       0.000000000000e+00       5.153173945239e-15       1.104643157539e-16       1.891621937456e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1057       1.388649239282e-10       4.205148364367e-12      -1.054336943168e-11       0.000000000000e+00       5.134280765127e-15       1.028327561872e-16       1.877268638240e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1058       1.392766337878e-10       4.166192356754e-12      -1.059607452688e-11       0.000000000000e+00       5.115470325261e-15       9.526391435905e-17       1.862920624089e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1059       1.396924259848e-10       4.127026330393e-12      -1.064541474944e-11       0.000000000000e+00       5.096742332448e-15       8.776145202642e-17       1.848574283106e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1060       1.401120103078e-10       4.087664829971e-12      -1.069139943492e-11       0.000000000000e+00       5.078096486595e-15       8.032905596390e-17       1.834225974595e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1061       1.405350942441e-10       4.048122513133e-12      -1.073403810051e-11       0.000000000000e+00       5.059532480690e-15       7.297043802036e-17       1.819872028987e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1062       1.409613829743e-10       4.008414150746e-12      -1.077334044553e-11       0.000000000000e+00       5.041050000777e-15       6.568933517559e-17       1.805508747777e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1063       1.413905793668e-10       3.968554627166e-12      -1.080931635198e-11       0.000000000000e+00       5.022648725942e-15       5.848950959704e-17       1.791132403447e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1064       1.418223839725e-10       3.928558940509e-12      -1.084197588499e-11       0.000000000000e+00       5.004328328285e-15       5.137474869646e-17       1.776739239404e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1065       1.422564950187e-10       3.888442202911e-12      -1.087132929340e-11       0.000000000000e+00       4.986088472905e-15       4.434886518656e-17       1.762325469904e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1066       1.426926084044e-10       3.848219640804e-12      -1.089738701026e-11       0.000000000000e+00       4.967928817873e-15       3.741569713773e-17       1.747887279986e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1067       1.431304176940e-10       3.807906595176e-12      -1.092015965332e-11       0.000000000000e+00       4.949849014218e-15       3.057910803468e-17       1.733420825399e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1068       1.435696141124e-10       3.767518521842e-12      -1.093965802557e-11       0.000000000000e+00       4.931848705901e-15       2.384298683312e-17       1.718922232536e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1069       1.440098865393e-10       3.727070991709e-12      -1.095589311577e-11       0.000000000000e+00       4.913927529796e-15       1.721124801645e-17       1.704387598363e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1070       1.444509215035e-10       3.686579691046e-12      -1.096887609892e-11       0.000000000000e+00       4.896085115669e-15       1.068783165241e-17       1.689812990347e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1071       1.448924031778e-10       3.646060421746e-12      -1.097861833682e-11       0.000000000000e+00       4.878321086158e-15       4.276703449793e-18       1.675194446392e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1072       1.453340133730e-10       3.605529101601e-12      -1.098513137858e-11       0.000000000000e+00       4.860635056749e-15      -2.018145184926e-18       1.660527974760e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1073       1.457754315328e-10       3.565001764560e-12      -1.098842696111e-11       0.000000000000e+00       4.843026635760e-15      -8.192697090881e-18       1.645809554013e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1074       1.462163347281e-10       3.524494561005e-12      -1.098851700966e-11       0.000000000000e+00       4.825495424315e-15      -1.424290929615e-17       1.631035132932e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1075       1.466563976516e-10       3.484023758012e-12      -1.098541363832e-11       0.000000000000e+00       4.808041016328e-15      -2.016471296108e-17       1.616200630456e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1076       1.470952926122e-10       3.443605739619e-12      -1.097912915057e-11       0.000000000000e+00       4.790662998479e-15      -2.595401332163e-17       1.601301935607e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1077       1.475326895295e-10       3.403257007098e-12      -1.096967603975e-11       0.000000000000e+00       4.773360950193e-15      -3.160668963264e-17       1.586334907424e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1078       1.479682559284e-10       3.362994179213e-12      -1.095706698961e-11       0.000000000000e+00       4.756134443620e-15      -3.711859511124e-17       1.571295374889e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1079       1.484016569335e-10       3.322833992499e-12      -1.094131487480e-11       0.000000000000e+00       4.738983043616e-15      -4.248555688011e-17       1.556179136861e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1080       1.488325552636e-10       3.282793301518e-12      -1.092243276142e-11       0.000000000000e+00       4.721906307718e-15      -4.770337591081e-17       1.540981962006e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1081       1.492606112262e-10       3.242889079134e-12      -1.090043390750e-11       0.000000000000e+00       4.704903786127e-15      -5.276782696714e-17       1.525699588725e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1082       1.496854827121e-10       3.203138416774e-12      -1.087533176356e-11       0.000000000000e+00       4.687975021686e-15      -5.767465854844e-17       1.510327725086e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1083       1.501068251897e-10       3.163558524702e-12      -1.084713997306e-11       0.000000000000e+00       4.671119549856e-15      -6.241959283291e-17       1.494862048754e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1084       1.505242916997e-10       3.124166732279e-12      -1.081587237300e-11       0.000000000000e+00       4.654336898701e-15      -6.699832562097e-17       1.479298206923e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1085       1.509375328493e-10       3.084980488238e-12      -1.078154299436e-11       0.000000000000e+00       4.637626588861e-15      -7.140652627852e-17       1.463631816243e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1086       1.513461968073e-10       3.046017360942e-12      -1.074416606267e-11       0.000000000000e+00       4.620988133537e-15      -7.563983768035e-17       1.447858462751e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1087       1.517499292977e-10       3.007295038659e-12      -1.070375599848e-11       0.000000000000e+00       4.604421038466e-15      -7.969387615338e-17       1.431973701804e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1088       1.521483735951e-10       2.968831329825e-12      -1.066032741793e-11       0.000000000000e+00       4.587924801900e-15      -8.356423142005e-17       1.415973058007e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1089       1.525411705185e-10       2.930644163314e-12      -1.061389513321e-11       0.000000000000e+00       4.571498914588e-15      -8.724646654161e-17       1.399852025145e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1090       1.529279952579e-10       2.892750087072e-12      -1.056447914389e-11       0.000000000000e+00       4.555142910807e-15      -9.073738151664e-17       1.383607307786e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1091       1.533086684049e-10       2.855159741465e-12      -1.051211968284e-11       0.000000000000e+00       4.538856522253e-15      -9.403882273902e-17       1.367240564470e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1092       1.536830463992e-10       2.817882325782e-12      -1.045686237305e-11       0.000000000000e+00       4.522639526170e-15      -9.715392449394e-17       1.350754714559e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1093       1.540509848306e-10       2.780927094477e-12      -1.039875325608e-11       0.000000000000e+00       4.506491694470e-15      -1.000858500044e-16       1.334152701174e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1094       1.544123384367e-10       2.744303357288e-12      -1.033783879316e-11       0.000000000000e+00       4.490412793717e-15      -1.028377915021e-16       1.317437491241e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1095       1.547669611016e-10       2.708020479350e-12      -1.027416586620e-11       0.000000000000e+00       4.474402585113e-15      -1.054129702983e-16       1.300612075558e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1096       1.551147058536e-10       2.672087881309e-12      -1.020778177875e-11       0.000000000000e+00       4.458460824475e-15      -1.078146368546e-16       1.283679468840e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1097       1.554554248637e-10       2.636515039443e-12      -1.013873425711e-11       0.000000000000e+00       4.442587262231e-15      -1.100460708536e-16       1.266642709782e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1098       1.557889694439e-10       2.601311485772e-12      -1.006707145127e-11       0.000000000000e+00       4.426781643394e-15      -1.121105812703e-16       1.249504861111e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1099       1.561151900452e-10       2.566486808175e-12      -9.992841935981e-12       0.000000000000e+00       4.411043707550e-15      -1.140115064423e-16       1.232269009642e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1100       1.564339362559e-10       2.532050650509e-12      -9.916094711753e-12       0.000000000000e+00       4.395373188845e-15      -1.157522141411e-16       1.214938266336e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1101       1.567450567999e-10       2.498012712722e-12      -9.836879205876e-12       0.000000000000e+00       4.379769815964e-15      -1.173361016425e-16       1.197515766351e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1102       1.570483995347e-10       2.464382750968e-12      -9.755245273448e-12       0.000000000000e+00       4.364233312120e-15      -1.187665957979e-16       1.180004669103e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1103       1.573438114497e-10       2.431170577722e-12      -9.671243198387e-12       0.000000000000e+00       4.348763395035e-15      -1.200471531049e-16       1.162408158318e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1104       1.576311386646e-10       2.398386061900e-12      -9.584923694456e-12       0.000000000000e+00       4.333359776926e-15      -1.211812597782e-16       1.144729442087e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1105       1.579102264274e-10       2.366039128970e-12      -9.496337906280e-12       0.000000000000e+00       4.318022164490e-15      -1.221724318203e-16       1.126971752926e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1106       1.581809191126e-10       2.334139761070e-12      -9.405537410366e-12       0.000000000000e+00       4.302750258885e-15      -1.230242150925e-16       1.109138347827e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1107       1.584430602197e-10       2.302697997124e-12      -9.312574216125e-12       0.000000000000e+00       4.287543755718e-15      -1.237401853857e-16       1.091232508315e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1108       1.586964923708e-10       2.271723932953e-12      -9.217500766891e-12       0.000000000000e+00       4.272402345028e-15      -1.243239484913e-16       1.073257540506e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1109       1.589410573096e-10       2.241227721400e-12      -9.120369940939e-12       0.000000000000e+00       4.257325711268e-15      -1.247791402718e-16       1.055216775159e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1110       1.591765958991e-10       2.211219572435e-12      -9.021235052509e-12       0.000000000000e+00       4.242313533293e-15      -1.251094267320e-16       1.037113567733e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
